"Order","Line","SO# line","Order date","Bill To Location","Ship To Location","Ordered Item"," ","Item Description"," ","Unit Selling Price","Extended Price","Status","*Order Date","Request Date","Promise Date","cs name","Order Type","RBO","unit","Packing Instruction"
"75806304","2.1","75806304-2","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","HANSAE CO LTD_YEOUIDO-DONG,5F-29","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","12","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 3 sets trim card SO#75800395"
"75806302","1.1","75806302-1","6-Apr","Cong ty TNHH PEARL GLOBAL Viet Nam","Cty TNHH PEARL GLOBAL Viet Nam","PRL544647_EU_R","1-255418-001-00","POLO - RALPH LAUREN.PRL544647_EU.AW3296 -.EU Universal Polybag Sticker.....","106","216","22896","Supply Eligible","","15-Apr-22","","0137271............","VN GEN - VAT","RALPH LAUREN","VND","0"
"75806302","2.1","75806302-2","6-Apr","Cong ty TNHH PEARL GLOBAL Viet Nam","Cty TNHH PEARL GLOBAL Viet Nam","IC118245_100000403","1-285918-000-00","POLO - RALPH LAUREN.IC118245 / 100000403.AW3409 -.100171275.....","64","244","15616","Supply Eligible","","15-Apr-22","","0137271............","VN GEN - VAT","RALPH LAUREN","VND","0"
"75806302","3.1","75806302-3","6-Apr","Cong ty TNHH PEARL GLOBAL Viet Nam","Cty TNHH PEARL GLOBAL Viet Nam","100018407_WCS","1-255418-003-00","POLO - RALPH LAUREN.100018407_WCS.AW3296 -......","16","220","3520","Supply Eligible","","15-Apr-22","","0137271............","VN GEN - VAT","RALPH LAUREN","VND","0"
"75806302","4.1","75806302-4","6-Apr","Cong ty TNHH PEARL GLOBAL Viet Nam","Cty TNHH PEARL GLOBAL Viet Nam","100016261","1-243340-000-01","POLO - RALPH LAUREN.100016261..?Japan Full Price JAN Ticket.....","15","172","2580","Supply Eligible","","15-Apr-22","","0137271............","VN GEN - VAT","RALPH LAUREN","VND","0"
"75806302","5.1","75806302-5","6-Apr","Cong ty TNHH PEARL GLOBAL Viet Nam","Cty TNHH PEARL GLOBAL Viet Nam","100117208","1-249528-000-00","POLO - RALPH LAUREN.100117208.AD111 -.Europe UPC Hangtag.....","106","169","17914","Supply Eligible","","15-Apr-22","","0137271............","VN GEN - VAT","RALPH LAUREN","VND","0"
"75806302","6.1","75806302-6","6-Apr","Cong ty TNHH PEARL GLOBAL Viet Nam","Cty TNHH PEARL GLOBAL Viet Nam","100000346","1-285319-000-00","POLO - RALPH LAUREN.100000346.AW3409 -.100171065, ACS flow.....","13","244","3172","Supply Eligible","","15-Apr-22","","0137271............","VN GEN - VAT","RALPH LAUREN","VND","0"
"75806302","7.1","75806302-7","6-Apr","Cong ty TNHH PEARL GLOBAL Viet Nam","Cty TNHH PEARL GLOBAL Viet Nam","100000316","1-255418-012-00","POLO - RALPH LAUREN.100000316.AW3296 -.Japan Polybag Sticker.....","15","220","3300","Supply Eligible","","15-Apr-22","","0137271............","VN GEN - VAT","RALPH LAUREN","VND","0"
"75806301","1.1","75806301-1","6-Apr","Cong ty TNHH PEARL GLOBAL Viet Nam","Cty TNHH PEARL GLOBAL Viet Nam","100117212_WCS","1-249530-000-01","POLO - RALPH LAUREN.100117212_WCS.AD111 -.Korea UPC Hangtag.....","13","169","2197","Supply Eligible","","19-Apr-22","19-Apr-22","0137271............","VN GEN - VAT","RALPH LAUREN","VND","0"
"75806301","2.1","75806301-2","6-Apr","Cong ty TNHH PEARL GLOBAL Viet Nam","Cty TNHH PEARL GLOBAL Viet Nam","100116854A_WCS","1-249529-000-01","POLO - RALPH LAUREN.100116854A_WCS.AD111 -.China UPC Hangtag.....","16","172","2752","Supply Eligible","","19-Apr-22","19-Apr-22","0137271............","VN GEN - VAT","RALPH LAUREN","VND","0"
"75806300","1.1","75806300-1","6-Apr","Cong ty TNHH PEARL GLOBAL Viet Nam","Cty TNHH PEARL GLOBAL Viet Nam","100125842","1-255382-000-00","POLO - RALPH LAUREN.100125842.AD111-White - Coated / 1 Side.KC Mark Tag for Children.....","10","172","1720","Supply Eligible","","15-Apr-22","","0137271............","VN GEN - VAT","RALPH LAUREN","VND","0"
"75806338","1.1","75806338-1","6-Apr","WUXI JINMAO FOREIGN TRADE CO LTD","CONG TY TNHH A FIRST VINA","G-290934-G-SUD-R","WZ317860A","WL.KF7092.GAP INC.G-290934-G-SUD-R......END FOLD.SEP..88.","28500","0.018","513","Supply Eligible","","22-Apr-22","","0136536............","VN GEN","GAP INC","USD","0"
"75806338","2.1","75806338-2","6-Apr","WUXI JINMAO FOREIGN TRADE CO LTD","CONG TY TNHH A FIRST VINA","G-290935-G-14MM-SZCOO-LP-SUD-R","WZ324640A","WL.KF7093.GAP INC.G-290935-G-14MM-SZCOO-LP-SUD-R......CENTRE FOLD LOOP.SEP..82.","28500","0.01164","331.74","Supply Eligible","","22-Apr-22","","0136536............","VN GEN","GAP INC","USD","0"
"75806338","3.1","75806338-3","6-Apr","WUXI JINMAO FOREIGN TRADE CO LTD","CONG TY TNHH A FIRST VINA","G-290934-G-SUD-R","WZ317860A","WL.KF7092.GAP INC.G-290934-G-SUD-R......END FOLD.SEP..88.","1100","0.018","19.8","Supply Eligible","","22-Apr-22","","0136536............","VN GEN","GAP INC","USD","0"
"75806338","4.1","75806338-4","6-Apr","WUXI JINMAO FOREIGN TRADE CO LTD","CONG TY TNHH A FIRST VINA","G-290935-C-14MM-SZCOO-LP-SUD-R","WZ324650A","WL.KF7094.GAP INC.G-290935-C-14MM-SZCOO-LP-SUD-R......CENTRE FOLD LOOP.SEP..82.","1100","0.01164","12.8","Supply Eligible","","22-Apr-22","","0136536............","VN GEN","GAP INC","USD","0"
"75806307","1.1","75806307-1","6-Apr","Cong ty co phan May Hai","Cong ty co phan May Hai","TT-10-Large Price Ticket-171280","1-236394-000-00","EXPRESS.TT-10-Large Price Ticket.......","2337","376","878712","Supply Eligible","","13-Apr-22","13-Apr-22","0139922............","VN GEN - VAT","EXPRESS","VND","0"
"75806307","2.1","75806307-2","6-Apr","Cong ty co phan May Hai","Cong ty co phan May Hai","EC","1-212154-0EC-00","EXPRESS.EC..E-Comm Sticker.....","2337","273","638001","Supply Eligible","","13-Apr-22","13-Apr-22","0139922............","VN GEN - VAT","EXPRESS","VND","0"
"75806307","3.1","75806307-3","6-Apr","Cong ty co phan May Hai","Cong ty co phan May Hai","VN FREIGHT CHARGE","VN FREIGHT CHARGE","VN FREIGHT CHARGE","4674","34","158916","Awaiting Fulfillment","","13-Apr-22","13-Apr-22","0139922............","VN GEN - VAT","EXPRESS","VND","0"
"75806303","1.1","75806303-1","6-Apr","CONG TY TNHH LONG VI VIET NAM","CONG TY TNHH LONG VI VIET NAM","ROSD2","1-110828-000-00","REEBOK INTERNATIONAL LTD.ROSD2.......","2","1093","2186","Supply Eligible","","12-Apr-22","12-Apr-22","HIENTRAN............","VN GEN - VAT","REEBOK INTERNATIONAL LTD","VND","0"
"75806303","2.1","75806303-2","6-Apr","CONG TY TNHH LONG VI VIET NAM","CONG TY TNHH LONG VI VIET NAM","RAGBCST","1-110810-000-00","REEBOK INTERNATIONAL LTD.RAGBCST.......","7162","227","1625774","Supply Eligible","","12-Apr-22","12-Apr-22","HIENTRAN............","VN GEN - VAT","REEBOK INTERNATIONAL LTD","VND","0"
"75806303","3.1","75806303-3","6-Apr","CONG TY TNHH LONG VI VIET NAM","CONG TY TNHH LONG VI VIET NAM","RPOLYST","1-114362-000-00","REEBOK INTERNATIONAL LTD.RPOLYST.......","1419","182","258258","Supply Eligible","","12-Apr-22","12-Apr-22","HIENTRAN............","VN GEN - VAT","REEBOK INTERNATIONAL LTD","VND","0"
"75806291","1.1","75806291-1","6-Apr","Dewhirst Cambodia Co Ltd.,","Dewhirst Cambodia Co Ltd.,","409372","2H024406-R01-05","NIKE INC.409372.5"" Black swiftach..125PP-BLACK(Tools Required 10651)","10000","0.00129","12.9","Entered","","22-Apr-22","","0140241............","VN GEN","NIKE INC","USD","0"
"75806288","1.1","75806288-1","6-Apr","HANSAE CO LTD","Hansae Vietnam Co., Ltd","GAP-265227-LPN-STK-A","1-290120-000-00","GAP INC.GAP-265227-LPN-STK-A.......","1050","0.0073","7.67","Entered","","14-Apr-22","","0137125............","VN GEN","GAP INC","USD","0"
"75806288","2.1","75806288-2","6-Apr","HANSAE CO LTD","Hansae Vietnam Co., Ltd","GAP-265227-LPN-STK-A","1-290120-000-00","GAP INC.GAP-265227-LPN-STK-A.......","400","0.0073","2.92","Entered","","14-Apr-22","","0137125............","VN GEN","GAP INC","USD","0"
"75806288","3.1","75806288-3","6-Apr","HANSAE CO LTD","Hansae Vietnam Co., Ltd","BGT-1D-FSC-FA21","1-269064-000-01","GAP INC.BGT-1D-FSC-FA21..BabyGap.....","200","0.0081","1.62","Entered","","14-Apr-22","","0137125............","VN GEN","GAP INC","USD","0"
"75806288","4.1","75806288-4","6-Apr","HANSAE CO LTD","Hansae Vietnam Co., Ltd","GAP-265227-LPN-STK","1-264208-000-01","GAP INC.GAP-265227-LPN-STK..SU22 w/ Franchise added.....","200","0.0073","1.46","Entered","","14-Apr-22","","0137125............","VN GEN","GAP INC","USD","0"
"75806278","1.1","75806278-1","6-Apr","Shinwon Corporation","Shinwon Corporation","UT18_07A02_60U_S4905L","1-271984-000-01","TARGET STORES.UT18_07A02_60U_S4905L..S4905.....","60","0","0","Supply Eligible","","18-Apr-22","19-Apr-22","0158823............","VN SAM","TARGET STORES","USD","LAY 10PCS/SKU TRONG DO LAM 5 BO TRIM CARD & 5PCS SAMPLE DONG CHUNG THUNG"
"75806274","1.1","75806274-1","6-Apr","Shinwon Corporation","SHINWON EBENEZER HANOI CO.LTD","UT18_07A02_60U_S4905L","1-271984-000-01","TARGET STORES.UT18_07A02_60U_S4905L..S4905.....","3630","0.01717","62.33","Supply Eligible","","18-Apr-22","19-Apr-22","0158823............","VN GEN","TARGET STORES","USD","0"
"75806274","2.1","75806274-2","6-Apr","Shinwon Corporation","SHINWON EBENEZER HANOI CO.LTD","VN FREIGHT CHARGE","VN FREIGHT CHARGE","VN FREIGHT CHARGE","3630","0.001","3.63","Awaiting Fulfillment","","18-Apr-22","19-Apr-22","0158823............","VN GEN","TARGET STORES","USD","0"
"75806271","2.1","75806271-2","6-Apr","CHEUNG YUE KNITTING GMT LTD","CHEUNG YUE OFFICE","100087241R","1-231519-383-02","POLO RALPH LAUREN.100087241..MSRP ONLY..3700...","15","0","0","Supply Eligible","","19-Apr-22","","0137271............","VN SAM","RALPH LAUREN","USD","DONG GOI THEO TUNG LINE - LAY SAMPLE 5 PCS/ SKU - DAY LA SAMPLE CUA SO#"
"75806271","3.1","75806271-3","6-Apr","CHEUNG YUE KNITTING GMT LTD","CHEUNG YUE OFFICE","100087241R","1-231519-383-02","POLO RALPH LAUREN.100087241..MSRP ONLY..3700...","30","0","0","Supply Eligible","","19-Apr-22","","0137271............","VN SAM","RALPH LAUREN","USD","DONG GOI THEO TUNG LINE - LAY SAMPLE 5 PCS/ SKU - DAY LA SAMPLE CUA SO#"
"75806271","4.1","75806271-4","6-Apr","CHEUNG YUE KNITTING GMT LTD","CHEUNG YUE OFFICE","100087241R","1-231519-383-02","POLO RALPH LAUREN.100087241..MSRP ONLY..3700...","15","0","0","Supply Eligible","","19-Apr-22","","0137271............","VN SAM","RALPH LAUREN","USD","DONG GOI THEO TUNG LINE - LAY SAMPLE 5 PCS/ SKU - DAY LA SAMPLE CUA SO#"
"75806271","5.1","75806271-5","6-Apr","CHEUNG YUE KNITTING GMT LTD","CHEUNG YUE OFFICE","100087241_2PCR","1-231519-2PC-02","POLO RALPH LAUREN.100087241_2PC..MSRP ONLY..3700...","30","0","0","Supply Eligible","","19-Apr-22","","0137271............","VN SAM","RALPH LAUREN","USD","DONG GOI THEO TUNG LINE - LAY SAMPLE 5 PCS/ SKU - DAY LA SAMPLE CUA SO#"
"75806282","1.1","75806282-1","6-Apr","HANSAE CO LTD","Hansae Vietnam Co., Ltd","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","1050","0.0125","13.13","Entered","","14-Apr-22","19-Apr-22","0137125............","VN GEN","GAP INC","USD","0"
"75806282","2.1","75806282-2","6-Apr","HANSAE CO LTD","Hansae Vietnam Co., Ltd","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","400","0.0125","5","Entered","","14-Apr-22","19-Apr-22","0137125............","VN GEN","GAP INC","USD","0"
"75806261","1.1","75806261-1","6-Apr","DEICHMANN SE (Use for ship to Viet Nam)","CONG TY TNHH LONG VI VIET NAM","DEPRAG","1-258070-000-00","EUROPE ADIDAS.DEPRAG.Stock provide by customer......","306","0.004","1.22","Supply Eligible","","12-Apr-22","12-Apr-22","HIENTRAN............","VN GEN - VAT","EUROPE ADIDAS","USD","0"
"75806261","2.1","75806261-2","6-Apr","DEICHMANN SE (Use for ship to Viet Nam)","CONG TY TNHH LONG VI VIET NAM","DEPRAG","1-258070-000-00","EUROPE ADIDAS.DEPRAG.Stock provide by customer......","1008","0.004","4.03","Supply Eligible","","12-Apr-22","12-Apr-22","HIENTRAN............","VN GEN - VAT","EUROPE ADIDAS","USD","0"
"75806261","3.1","75806261-3","6-Apr","DEICHMANN SE (Use for ship to Viet Nam)","CONG TY TNHH LONG VI VIET NAM","POCZHUS","1-279641-000-00","EUROPE ADIDAS.POCZHUS.......","306","0.004","1.22","Supply Eligible","","12-Apr-22","12-Apr-22","HIENTRAN............","VN GEN - VAT","EUROPE ADIDAS","USD","0"
"75806261","4.1","75806261-4","6-Apr","DEICHMANN SE (Use for ship to Viet Nam)","CONG TY TNHH LONG VI VIET NAM","POCZHUB","1-279643-000-00","EUROPE ADIDAS.POCZHUB.......","1008","0.004","4.03","Supply Eligible","","12-Apr-22","12-Apr-22","HIENTRAN............","VN GEN - VAT","EUROPE ADIDAS","USD","0"
"75806261","5.1","75806261-5","6-Apr","DEICHMANN SE (Use for ship to Viet Nam)","CONG TY TNHH LONG VI VIET NAM","DEPPK","1-281233-000-00","EUROPE ADIDAS.DEPPK.Stock provide by customer......","102","0.019","1.94","Supply Eligible","","12-Apr-22","12-Apr-22","HIENTRAN............","VN GEN - VAT","EUROPE ADIDAS","USD","0"
"75806261","6.1","75806261-6","6-Apr","DEICHMANN SE (Use for ship to Viet Nam)","CONG TY TNHH LONG VI VIET NAM","DEPPK","1-281233-000-00","EUROPE ADIDAS.DEPPK.Stock provide by customer......","336","0.019","6.38","Supply Eligible","","12-Apr-22","12-Apr-22","HIENTRAN............","VN GEN - VAT","EUROPE ADIDAS","USD","0"
"75806251","1.1","75806251-1","6-Apr","Pan-pacific Co.,ltd","Cong ty TNHH Viet Pan-Pacific Nam Dinh","CCM-WL113","WZ493180A","WL.KH1237-1-CODE.CCM HOCKEY.CCM-WL113......END FOLD.SEP..252.","1479","0.04805","71.07","Supply Eligible","","20-Apr-22","","0158640............","VN GEN","CCM HOCKEY","USD","0"
"75806251","2.1","75806251-2","6-Apr","Pan-pacific Co.,ltd","Cong ty TNHH Viet Pan-Pacific Nam Dinh","CCM-WL112","WZ493190A","WL.KH1238-CODE.CCM HOCKEY.CCM-WL112......END FOLD.SEP..252.","4432","0.04351","192.84","Supply Eligible","","20-Apr-22","","0158640............","VN GEN","CCM HOCKEY","USD","0"
"75806251","3.1","75806251-3","6-Apr","Pan-pacific Co.,ltd","Cong ty TNHH Viet Pan-Pacific Nam Dinh","CCM-WL116-VN","WZ582210A","WL.KF8354.CCM HOCKEY.CCM-WL116-VN......ROLLS.SEP..60.","3723","0.0154","57.33","Supply Eligible","","20-Apr-22","","0158640............","VN GEN","CCM HOCKEY","USD","0"
"75806251","4.1","75806251-4","6-Apr","Pan-pacific Co.,ltd","Cong ty TNHH Viet Pan-Pacific Nam Dinh","CCM-WL114","WZ246840A","WL.KF8353.CCM HOCKEY.CCM-WL114......STRAIGHT CUT.SEP..288.","9007","0.05799","522.32","Supply Eligible","","20-Apr-22","","0158640............","VN GEN","CCM HOCKEY","USD","0"
"75806250","1.1","75806250-1","6-Apr","Pan-pacific Co.,ltd","Cong ty TNHH Viet Pan-Pacific Nam Dinh","CCM-WL114","WZ246840A","WL.KF8353.CCM HOCKEY.CCM-WL114......STRAIGHT CUT.SEP..288.","9007","0.05799","522.32","Supply Eligible","","20-Apr-22","20-Apr-22","0158640............","VN GEN","CCM HOCKEY","USD","0"
"75806246","1.1","75806246-1","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","Minh Anh - Do Luong Garment JSC","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","4","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 1sets trim card SO#75800394"
"75806246","2.1","75806246-2","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","Minh Anh - Do Luong Garment JSC","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","2","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 1sets trim card SO#75800394"
"75806246","3.1","75806246-3","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","Minh Anh - Do Luong Garment JSC","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","4","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 1sets trim card SO#75800394"
"75806246","4.1","75806246-4","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","Minh Anh - Do Luong Garment JSC","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","2","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 1sets trim card SO#75800394"
"75806246","5.1","75806246-5","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","Minh Anh - Do Luong Garment JSC","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","3","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 1sets trim card SO#75800394"
"75806246","6.1","75806246-6","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","Minh Anh - Do Luong Garment JSC","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","2","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 1sets trim card SO#75800394"
"75806255","1.1","75806255-1","6-Apr","HA HAE CORPORATION","CONG TY TNHH HA HAE VIET NAM","GAP-188659-PFL-B-FA22","CB651145A","PL.GAP INC.GAP-188659-PFL-B-FA22.GAP-188659-PFL-B....SONIC CUT.BOOKLET FOLD..0000 White.66-10-9-2019.Black.66-10-9-2019.Black","34051","0.01764","600.66","Entered","","9-Apr-22","","0141719............","VN QR 48h","GAP INC","USD","0"
"75806255","2.1","75806255-2","6-Apr","HA HAE CORPORATION","CONG TY TNHH HA HAE VIET NAM","GAP-188659-PFL-EB-FA22","CB651183A","PL.GAP INC.GAP-188659-PFL-EB-FA22.GAP-188659-PFL-EB....SONIC CUT.BOOKLET FOLD..WHITE.66-10-9-2019.Black.66-10-9-2019.Black","34051","0.01764","600.66","Entered","","9-Apr-22","","0141719............","VN QR 48h","GAP INC","USD","0"
"75806255","3.1","75806255-3","6-Apr","HA HAE CORPORATION","CONG TY TNHH HA HAE VIET NAM","GAP-188659-PFL-B-FA22","CB651145A","PL.GAP INC.GAP-188659-PFL-B-FA22.GAP-188659-PFL-B....SONIC CUT.BOOKLET FOLD..0000 White.66-10-9-2019.Black.66-10-9-2019.Black","919","0.01764","16.21","Entered","","9-Apr-22","","0141719............","VN QR 48h","GAP INC","USD","0"
"75806255","4.1","75806255-4","6-Apr","HA HAE CORPORATION","CONG TY TNHH HA HAE VIET NAM","GAP-188659-PFL-EB-FA22","CB651183A","PL.GAP INC.GAP-188659-PFL-EB-FA22.GAP-188659-PFL-EB....SONIC CUT.BOOKLET FOLD..WHITE.66-10-9-2019.Black.66-10-9-2019.Black","919","0.01764","16.21","Entered","","9-Apr-22","","0141719............","VN QR 48h","GAP INC","USD","0"
"75806247","1.1","75806247-1","6-Apr","HANSAE CO LTD","Hansae Vietnam Co., Ltd","282783-G-BLU","ATV574331","HT.GAP INC.282783-G-BLU.Agility®...CUT SINGLES..COLD.GAP BLUE.","6330","0.014","88.62","Entered","","15-Apr-22","20-Apr-22","0137125............","VN GEN","GAP INC","USD","0"
"75806248","1.1","75806248-1","6-Apr","Pan-pacific Co.,ltd","Cong ty TNHH Viet Pan-Pacific Nam Dinh","CCM-WL111","WZ254180A","WL.KF8942-CODE.CCM HOCKEY.CCM-WL111......CENTRE FOLD LOOP.SEP..244.","1264","0.03009","38.03","Supply Eligible","","10-May-22","","0158640............","VN GEN","CCM HOCKEY","USD","0"
"75806248","2.1","75806248-2","6-Apr","Pan-pacific Co.,ltd","Cong ty TNHH Viet Pan-Pacific Nam Dinh","CCM-WL110","WZ254170A","WL.KF8941-CODE.CCM HOCKEY.CCM-WL110......CENTRE FOLD LOOP.SEP..208.","3597","0.02282","82.08","Supply Eligible","","10-May-22","","0158640............","VN GEN","CCM HOCKEY","USD","0"
"75806248","3.1","75806248-3","6-Apr","Pan-pacific Co.,ltd","Cong ty TNHH Viet Pan-Pacific Nam Dinh","CCM-WL109","WZ246860A","WL.KF8352-1.CCM HOCKEY.CCM-WL109......CENTRE FOLD LOOP.SEP..300.","4857","0.02799","135.95","Supply Eligible","","10-May-22","","0158640............","VN GEN","CCM HOCKEY","USD","0"
"75805372","1.1","75805372-1","6-Apr","CTY TNHH MAY MAC ALLIANCE ONE","CTY TNHH MAY MAC ALLIANCE ONE","CISRFPFL-02","CB1627627B","PL.EUROPE ADIDAS.CISRFPFL.....SONIC CUT.CUT SINGLE.ADIDAS.White..Black.","196","2014","394744","Supply Eligible","","14-Apr-22","14-Apr-22","0136887............","VN GEN","EUROPE ADIDAS","VND","0"
"75806264","1.1","75806264-1","6-Apr","BOWKER ASIA LTD,BLOCK B,6/FL HK","Premier Global (VN) Garment Factory Co","62605492(10022538) SH White waxed String","2-388757-000-00","EUROPE ADIDAS.62605492(10022538) SH White wa.......","1","49.83","49.83","Supply Eligible","","19-Apr-22","19-Apr-22","0137081............","VN GEN","EUROPE ADIDAS","USD","0"
"75803392","1.1","75803392-1","6-Apr","AIKNIT INTERNATIONAL LIMITED","CONG TY TNHH YMUV","UAFWVID2525-CFM","CB517444A","PL.UNDER ARMOUR/K P SPORTS.UAFWVID2525-CFM.UA 25x25....COLD CUT.CUT SINGLE..WHITE.HS1111.black.","35","0.017","0.6","Supply Eligible","","16-Apr-22","","ANNIENGUYEN............","VN GEN","UNDER ARMOUR/K P SPORTS","USD","KEM PACKING LIST CHI TIET"
"75802399","1.1","75802399-1","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","HANSAE CO LTD_YEOUIDO-DONG,5F-29","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","12","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 3 sets trim card SO#75800394"
"75802399","2.1","75802399-2","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","HANSAE CO LTD_YEOUIDO-DONG,5F-29","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","6","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 3 sets trim card SO#75800394"
"75802399","3.1","75802399-3","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","HANSAE CO LTD_YEOUIDO-DONG,5F-29","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","12","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 3 sets trim card SO#75800394"
"75802399","4.1","75802399-4","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","HANSAE CO LTD_YEOUIDO-DONG,5F-29","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","6","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 3 sets trim card SO#75800394"
"75802399","5.1","75802399-5","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","HANSAE CO LTD_YEOUIDO-DONG,5F-29","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","9","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 3 sets trim card SO#75800394"
"75802399","6.1","75802399-6","6-Apr","HANSAE CO LTD_YEOUIDO-DONG,5F-29","HANSAE CO LTD_YEOUIDO-DONG,5F-29","AR01-SU21","1-281025-004-00","GAP INC.AR01-SU21..GPM.....","6","0","0","Entered","","13-Apr-22","18-Apr-22","0127027............","VN SAM","GAP INC","USD","L?Y SAMPLE 3 sets trim card SO#75800394"
